Type;auto_price;auto_year;auto_owners;auto_guarantee;auto_mileage;auto_engine;auto_transmission;auto_drive_unit;auto_wheel;auto_carcase;auto_color;link
"ŠKODA Octavia АКПП 2022 с пробегом 24 км        ID
                    16133940";2 289 300                    ₽;2022;1;"до
                  04.2025";24 км;"1.6 л /
              110 л.с. /
              Бензин";Автоматическая;Передний;Левый;Лифтбек;Белый;https://rolf-probeg.ru/spb/cars/skoda/octavia/16133940/
"ŠKODA Octavia АКПП 2022 с пробегом 24 км        ID
                    16133951";2 299 050                    ₽;2022;1;"до
                  04.2025";24 км;"1.6 л /
              110 л.с. /
              Бензин";Автоматическая;Передний;Левый;Лифтбек;Белый;https://rolf-probeg.ru/spb/cars/skoda/octavia/16133951/
"Toyota Avensis МКПП 2005 с пробегом 264 226 км        ID
                    16134251";429 710                    ₽;2005;6                владельцев;"до
                  04.2024";264 226 км;"2.0 л /
              147 л.с. /
              Бензин";Механическая;Передний;Левый;Седан;Коричневый;https://rolf-probeg.ru/spb/cars/toyota/avensis/16134251/
"Geely Atlas Pro РКПП 2021 с пробегом 6 720 км        ID
                    16134446";2 506 145                    ₽;2021;1                владелец;"до
                  04.2024";6 720 км;"1.5 л /
              177 л.с. /
              Бензин";Робот;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/geely/atlas-pro/16134446/
"Ford Focus РКПП 2019 с пробегом 78 413 км        ID
                    16136795";1 055 567                    ₽;2019;1                владелец;"до
                  06.2022";78 413 км;"1.6 л /
              125 л.с. /
              Бензин";Робот;Передний;Левый;Седан;Черный;https://rolf-probeg.ru/spb/cars/ford/focus/16136795/
"Kia Soul АКПП 2018 с пробегом 42 368 км        ID
                    16138185";1 435 406                    ₽;2018;1                владелец;"до
                  12.2023";42 368 км;"2.0 л /
              150 л.с. /
              Бензин";Автоматическая;Передний;Левый;Хэтчбек 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/kia/soul/16138185/
"BMW 1 серии АКПП 2013 с пробегом 166 902 км        ID
                    16139530";758 928                    ₽;2013;3                владельца;"до
                  05.2024";166 902 км;"1.6 л /
              136 л.с. /
              Бензин";Автоматическая;Задний;Левый;Хэтчбек 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/bmw/1-serii/16139530/
"LADA (ВАЗ) Vesta МКПП 2021 с пробегом 23 204 км        ID
                    16141247";919 560                    ₽;2021;1                владелец;"до
                  05.2024";23 204 км;"1.6 л /
              106 л.с. /
              Бензин";Механическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/lada--vaz-/vesta/16141247/
"Mercedes GLE Coupe АКПП 2020 с пробегом 14 985 км        ID
                    16146097";9 800 000                    ₽;2020;1                владелец;;14 985 км;"2.9 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/mercedes/oupe/16146097/
"Cadillac SRX АКПП 2014 с пробегом 54 439 км        ID
                    16152935";1 980 000                    ₽;2014;2                владельца;;54 439 км;"3.0 л /
              249 л.с. /
              Бензин";Автоматическая;Передний;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/cadillac/srx/16152935/
"Kia Rio АКПП 2020 с пробегом 28 298 км        ID
                    16118487";1 649 000                    ₽;2020;1                владелец;"до
                  02.2026";28 298 км;"1.6 л /
              123 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Серый;https://rolf-probeg.ru/spb/cars/kia/rio/16118487/
"Haval Jolion РКПП 2021 с пробегом 14 055 км        ID
                    16131081";2 318 000                    ₽;2021;2                владельца;"до
                  10.2026";14 055 км;"1.5 л /
              150 л.с. /
              Бензин";Робот;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/haval/jolion/16131081/
"Kia Rio АКПП 2020 с пробегом 86 000 км        ID
                    16130524";1 138 000                    ₽;2020;1                владелец;"до
                  10.2025";86 000 км;"1.4 л /
              100 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/kia/rio/16130524/
"Suzuki SX4 АКПП 2014 с пробегом 114 831 км        ID
                    16128582";942 000                    ₽;2014;1                владелец;"до
                  06.2024";114 831 км;"1.6 л /
              112 л.с. /
              Бензин";Автоматическая;Передний;Левый;Хэтчбек 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/suzuki/sx4/16128582/
"Nissan Almera АКПП 2017 с пробегом 53 220 км        ID
                    14874555";777 000                    ₽;2017;1                владелец;"до
                  06.2024";53 220 км;"1.6 л /
              102 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/nissan/almera/14874555/
"BMW X4 АКПП 2021 с пробегом 7 956 км        ID
                    15970090";6 790 000                    ₽;2021;1                владелец;"до
                  10.2023";7 956 км;"2.0 л /
              190 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/bmw/x4/15970090/
"Volvo XC60 АКПП 2019 с пробегом 140 582 км        ID
                    16130343";3 000 000                    ₽;2019;1                владелец;"до
                  04.2024";140 582 км;"2.0 л /
              190 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/volvo/xc60/16130343/
"BMW 5 серии АКПП 2017 с пробегом 88 000 км        ID
                    16108916";2 895 000                    ₽;2017;1                владелец;;88 000 км;"2.0 л /
              190 л.с. /
              Дизель";Автоматическая;Полный;Левый;Универсал 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/bmw/5-serii/16108916/
"BMW X6 M АКПП 2017 с пробегом 76 000 км        ID
                    16132327";5 999 999                    ₽;2017;4                владельца;;76 000 км;"4.4 л /
              575 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/bmw/x6-m/16132327/
